detector	pdb_id	partner	topology	orig_rank	removed_rank	rank_change	orig_score	removed_score	score_change	jaccard	overlap_coef	centroid_dist	n_shared_target_res	n_target_res_orig	n_target_res_removed	orig_class	fusion_assoc_above_in_original	orig_recovers_ref	removed_recovers_ref
fpocket	6RZ4	BRIL	INTERNAL_INSERTION	13	7	6	-0.059	-0.059	0.0	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	5	False	False
fpocket	6RZ4	BRIL	INTERNAL_INSERTION	14	8	6	-0.064	-0.064	0.0	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	5	False	False
fpocket	6RZ4	BRIL	INTERNAL_INSERTION	15	9	6	-0.07	-0.069	0.0010000000000000009	1.0	1.0	0.0	4	4	4	UNASSIGNED	5	False	False
fpocket	6RZ4	BRIL	INTERNAL_INSERTION	16	10	6	-0.07	-0.07	0.0	1.0	1.0	0.0	5	5	5	TARGET_DOMINATED	5	False	False
fpocket	6RZ4	BRIL	INTERNAL_INSERTION	17	11	6	-0.079	-0.079	0.0	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	5	False	False
fpocket	6RZ4	BRIL	INTERNAL_INSERTION	18	12	6	-0.079	-0.079	0.0	1.0	1.0	0.0	5	5	5	TARGET_DOMINATED	5	False	False
fpocket	6RZ4	BRIL	INTERNAL_INSERTION	19	13	6	-0.095	-0.094	0.0010000000000000009	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	5	False	False
fpocket	6RZ4	BRIL	INTERNAL_INSERTION	20	14	6	-0.105	-0.104	0.0010000000000000009	1.0	1.0	0.0	12	12	12	TARGET_DOMINATED	5	False	False
fpocket	6RZ4	BRIL	INTERNAL_INSERTION	21	15	6	-0.121	-0.12	0.0010000000000000009	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	5	False	False
fpocket	6RZ4	BRIL	INTERNAL_INSERTION	22	16	6	-0.128	-0.127	0.0010000000000000009	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	5	False	False
fpocket	6RZ4	BRIL	INTERNAL_INSERTION	23	17	6	-0.132	-0.131	0.0010000000000000009	1.0	1.0	0.0	5	5	5	TARGET_DOMINATED	5	False	False
fpocket	6RZ4	BRIL	INTERNAL_INSERTION	24	18	6	-0.162	-0.154	0.008000000000000007	1.0	1.0	0.0	55	55	55	TARGET_DOMINATED	5	True	True
fpocket	6RZ4	BRIL	INTERNAL_INSERTION	25	19	6	-0.207	-0.206	0.0010000000000000009	1.0	1.0	0.0	13	13	13	TARGET_DOMINATED	5	False	False
fpocket	6RZ4	BRIL	INTERNAL_INSERTION	26	20	6	-0.214	-0.214	0.0	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	5	False	False
fpocket	6RZ4	BRIL	INTERNAL_INSERTION	27	21	6	-0.25	-0.219	0.031	0.667	1.0	3.99	12	18	12	TARGET_DOMINATED	5	False	False
fpocket	6RZ4	BRIL	INTERNAL_INSERTION	28	22	6	-0.334	-0.333	0.0010000000000000009	1.0	1.0	0.0	15	15	15	TARGET_DOMINATED	5	False	False
fpocket	6RZ7	BRIL	INTERNAL_INSERTION	2	1	1	0.075	0.075	0.0	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	1	False	False
fpocket	6RZ7	BRIL	INTERNAL_INSERTION	3	2	1	0.002	0.002	0.0	1.0	1.0	0.0	10	10	10	TARGET_DOMINATED	1	False	False
fpocket	6RZ7	BRIL	INTERNAL_INSERTION	4	5	-1	-0.005	-0.056	-0.051000000000000004	0.75	1.0	3.11	9	9	12	TARGET_DOMINATED	1	False	False
fpocket	6RZ7	BRIL	INTERNAL_INSERTION	5	3	2	-0.027	-0.026	0.0010000000000000009	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	1	False	False
fpocket	6RZ7	BRIL	INTERNAL_INSERTION	7	7	0	-0.066	-0.065	0.0010000000000000009	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	2	False	False
fpocket	6RZ7	BRIL	INTERNAL_INSERTION	8	6	2	-0.066	-0.065	0.0010000000000000009	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	2	False	False
fpocket	6RZ7	BRIL	INTERNAL_INSERTION	9	8	1	-0.069	-0.069	0.0	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	2	False	False
fpocket	6RZ7	BRIL	INTERNAL_INSERTION	10	9	1	-0.075	-0.079	-0.0040000000000000036	1.0	1.0	0.0	45	45	45	TARGET_DOMINATED	2	True	True
fpocket	6RZ7	BRIL	INTERNAL_INSERTION	11	10	1	-0.084	-0.084	0.0	1.0	1.0	0.0	10	10	10	TARGET_DOMINATED	2	False	False
fpocket	6RZ7	BRIL	INTERNAL_INSERTION	14	11	3	-0.122	-0.122	0.0	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	4	False	False
fpocket	6RZ7	BRIL	INTERNAL_INSERTION	15	12	3	-0.135	-0.135	0.0	1.0	1.0	0.0	5	5	5	TARGET_DOMINATED	4	False	False
fpocket	6RZ7	BRIL	INTERNAL_INSERTION	18	13	5	-0.202	-0.149	0.05300000000000002	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	5	False	False
fpocket	6RZ7	BRIL	INTERNAL_INSERTION	19	14	5	-0.228	-0.227	0.0010000000000000009	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	5	False	False
fpocket	6WSK	T4L	TERMINAL_N	1	1	0	0.287	0.359	0.07200000000000001	0.818	1.0	1.92	9	11	9	TARGET_DOMINATED	0	False	False
fpocket	6WSK	T4L	TERMINAL_N	4	2	2	0.168	0.259	0.091	1.0	1.0	0.0	13	13	13	TARGET_DOMINATED	2	False	False
fpocket	6WSK	T4L	TERMINAL_N	8	3	5	0.126	0.199	0.07300000000000001	1.0	1.0	0.0	5	5	5	TARGET_DOMINATED	5	False	False
fpocket	6WSK	T4L	TERMINAL_N	9	4	5	0.099	0.16	0.061	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	5	False	False
fpocket	6WSK	T4L	TERMINAL_N	12	6	6	0.084	0.13	0.046	1.0	1.0	0.0	4	4	4	UNASSIGNED	7	False	False
fpocket	6WSK	T4L	TERMINAL_N	13	5	8	0.071	0.132	0.06100000000000001	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	7	False	False
fpocket	6WSK	T4L	TERMINAL_N	17	7	10	0.031	0.089	0.057999999999999996	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	10	False	False
fpocket	6WSK	T4L	TERMINAL_N	18	8	10	0.02	0.081	0.061	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	10	False	False
fpocket	6WSK	T4L	TERMINAL_N	19	9	10	0.018	0.065	0.047	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	10	False	False
fpocket	6WSK	T4L	TERMINAL_N	20	10	10	0.012	0.056	0.044	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	10	False	False
fpocket	6WSK	T4L	TERMINAL_N	22	12	10	-0.02	0.021	0.041	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	11	False	False
fpocket	6WSK	T4L	TERMINAL_N	24	11	13	-0.024	0.054	0.078	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	11	False	False
fpocket	6WSK	T4L	TERMINAL_N	26	13	13	-0.06	-0.019	0.040999999999999995	1.0	1.0	0.0	4	4	4	UNASSIGNED	12	False	False
fpocket	7UAJ	MBP	TERMINAL_N	4	1	3	0.098	0.438	0.33999999999999997	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	3	False	False
fpocket	7UAJ	MBP	TERMINAL_N	5	3	2	0.078	0.32	0.242	1.0	1.0	0.0	10	10	10	TARGET_DOMINATED	3	False	False
fpocket	7UAJ	MBP	TERMINAL_N	6	4	2	0.068	0.317	0.249	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	3	False	False
fpocket	7UAJ	MBP	TERMINAL_N	7	6	1	0.066	0.248	0.182	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	3	False	False
fpocket	7UAJ	MBP	TERMINAL_N	9	8	1	0.043	0.225	0.182	1.0	1.0	0.0	4	4	4	UNASSIGNED	4	False	False
fpocket	7UAJ	MBP	TERMINAL_N	12	9	3	0.036	0.206	0.16999999999999998	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	6	False	False
fpocket	7UAJ	MBP	TERMINAL_N	17	7	10	0.008	0.247	0.239	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	10	False	False
fpocket	7UAJ	MBP	TERMINAL_N	21	11	10	-0.023	0.147	0.16999999999999998	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	13	False	False
fpocket	7UAJ	MBP	TERMINAL_N	23	2	21	-0.029	0.323	0.35200000000000004	1.0	1.0	0.0	10	10	10	TARGET_DOMINATED	14	False	False
fpocket	7UAJ	MBP	TERMINAL_N	24	12	12	-0.031	0.128	0.159	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	14	False	False
fpocket	7UAJ	MBP	TERMINAL_N	25	10	15	-0.031	0.161	0.192	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	14	False	False
fpocket	7UAJ	MBP	TERMINAL_N	32	5	27	-0.081	0.27	0.35100000000000003	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	19	False	False
fpocket	7YXA	BRIL	INTERNAL_INSERTION	2	1	1	0.19	0.19	0.0	1.0	1.0	0.0	19	19	19	TARGET_DOMINATED	1	True	True
fpocket	7YXA	BRIL	INTERNAL_INSERTION	3	2	1	0.128	0.128	0.0	1.0	1.0	0.0	17	17	17	TARGET_DOMINATED	1	False	False
fpocket	7YXA	BRIL	INTERNAL_INSERTION	4	3	1	0.127	0.127	0.0	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	1	False	False
fpocket	7YXA	BRIL	INTERNAL_INSERTION	5	4	1	0.107	0.107	0.0	1.0	1.0	0.0	10	10	10	TARGET_DOMINATED	1	False	False
fpocket	7YXA	BRIL	INTERNAL_INSERTION	7	5	2	0.076	0.076	0.0	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	2	False	False
fpocket	7YXA	BRIL	INTERNAL_INSERTION	8	6	2	0.038	0.038	0.0	1.0	1.0	0.0	18	18	18	TARGET_DOMINATED	2	True	True
fpocket	7YXA	BRIL	INTERNAL_INSERTION	11	7	4	0.017	0.017	0.0	1.0	1.0	0.0	13	13	13	TARGET_DOMINATED	3	False	False
fpocket	7YXA	BRIL	INTERNAL_INSERTION	12	8	4	0.005	0.005	0.0	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	3	False	False
fpocket	7YXA	BRIL	INTERNAL_INSERTION	13	9	4	0.0	0.0	0.0	1.0	1.0	0.0	5	5	5	TARGET_DOMINATED	3	False	False
fpocket	7YXA	BRIL	INTERNAL_INSERTION	15	10	5	-0.009	-0.009	0.0	1.0	1.0	0.0	10	10	10	TARGET_DOMINATED	4	False	False
fpocket	7YXA	BRIL	INTERNAL_INSERTION	16	11	5	-0.012	-0.012	0.0	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	4	False	False
fpocket	7YXA	BRIL	INTERNAL_INSERTION	17	12	5	-0.035	-0.035	0.0	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	4	False	False
fpocket	7YXA	BRIL	INTERNAL_INSERTION	18	13	5	-0.045	-0.045	0.0	1.0	1.0	0.0	10	10	10	TARGET_DOMINATED	4	False	False
fpocket	7YXA	BRIL	INTERNAL_INSERTION	20	14	6	-0.056	-0.056	0.0	1.0	1.0	0.0	11	11	11	TARGET_DOMINATED	5	False	False
fpocket	7YXA	BRIL	INTERNAL_INSERTION	21	15	6	-0.058	-0.058	0.0	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	5	False	False
fpocket	7YXA	BRIL	INTERNAL_INSERTION	22	16	6	-0.068	-0.068	0.0	1.0	1.0	0.0	5	5	5	TARGET_DOMINATED	5	False	False
fpocket	7YXA	BRIL	INTERNAL_INSERTION	23	17	6	-0.073	-0.073	0.0	1.0	1.0	0.0	10	10	10	TARGET_DOMINATED	5	False	False
fpocket	7YXA	BRIL	INTERNAL_INSERTION	24	18	6	-0.077	-0.077	0.0	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	5	False	False
fpocket	7YXA	BRIL	INTERNAL_INSERTION	25	19	6	-0.089	-0.089	0.0	1.0	1.0	0.0	5	5	5	TARGET_DOMINATED	5	False	False
fpocket	7YXA	BRIL	INTERNAL_INSERTION	26	20	6	-0.093	-0.093	0.0	1.0	1.0	0.0	5	5	5	TARGET_DOMINATED	5	False	False
fpocket	7YXA	BRIL	INTERNAL_INSERTION	27	21	6	-0.124	-0.124	0.0	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	5	False	False
fpocket	7YXA	BRIL	INTERNAL_INSERTION	28	22	6	-0.125	-0.125	0.0	1.0	1.0	0.0	11	11	11	TARGET_DOMINATED	5	False	False
fpocket	7ZL9	BRIL	TERMINAL_C	2	1	1	0.109	0.109	0.0	1.0	1.0	0.0	10	10	10	TARGET_DOMINATED	1	False	False
fpocket	7ZL9	BRIL	TERMINAL_C	3	2	1	0.08	0.08	0.0	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	1	False	False
fpocket	7ZL9	BRIL	TERMINAL_C	4	3	1	0.032	0.032	0.0	1.0	1.0	0.0	5	5	5	TARGET_DOMINATED	1	False	False
fpocket	7ZL9	BRIL	TERMINAL_C	5	4	1	0.013	0.013	0.0	1.0	1.0	0.0	15	15	15	TARGET_DOMINATED	1	False	False
fpocket	7ZL9	BRIL	TERMINAL_C	6	5	1	0.012	0.012	0.0	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	1	False	False
fpocket	7ZL9	BRIL	TERMINAL_C	7	6	1	0.004	0.004	0.0	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	1	False	False
fpocket	7ZL9	BRIL	TERMINAL_C	8	7	1	-0.01	-0.01	0.0	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	1	False	False
fpocket	7ZL9	BRIL	TERMINAL_C	10	8	2	-0.021	-0.021	0.0	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	2	False	False
fpocket	7ZL9	BRIL	TERMINAL_C	12	10	2	-0.047	-0.047	0.0	1.0	1.0	0.0	4	4	4	UNASSIGNED	3	False	False
fpocket	7ZL9	BRIL	TERMINAL_C	14	11	3	-0.054	-0.054	0.0	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	4	False	False
fpocket	7ZL9	BRIL	TERMINAL_C	15	12	3	-0.063	-0.063	0.0	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	4	False	False
fpocket	7ZL9	BRIL	TERMINAL_C	16	13	3	-0.064	-0.064	0.0	1.0	1.0	0.0	5	5	5	TARGET_DOMINATED	4	False	False
fpocket	7ZL9	BRIL	TERMINAL_C	18	19	-1	-0.069	-0.136	-0.067	0.833	1.0	1.88	20	20	24	TARGET_DOMINATED	5	False	False
fpocket	7ZL9	BRIL	TERMINAL_C	19	14	5	-0.07	-0.07	0.0	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	5	False	False
fpocket	7ZL9	BRIL	TERMINAL_C	20	15	5	-0.083	-0.083	0.0	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	5	False	False
fpocket	7ZL9	BRIL	TERMINAL_C	21	16	5	-0.088	-0.088	0.0	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	5	False	False
fpocket	7ZL9	BRIL	TERMINAL_C	22	17	5	-0.097	-0.097	0.0	1.0	1.0	0.0	5	5	5	TARGET_DOMINATED	5	False	False
fpocket	7ZL9	BRIL	TERMINAL_C	24	18	6	-0.132	-0.132	0.0	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	6	False	False
fpocket	7ZL9	BRIL	TERMINAL_C	26	20	6	-0.218	-0.218	0.0	1.0	1.0	0.0	37	37	37	TARGET_DOMINATED	6	False	False
fpocket	9JRT	BRIL	INTERNAL_INSERTION	1	1	0	0.184	0.184	0.0	1.0	1.0	0.0	36	36	36	TARGET_DOMINATED	0	True	True
fpocket	9JRT	BRIL	INTERNAL_INSERTION	4	2	2	-0.002	-0.002	0.0	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	2	False	False
fpocket	9JRT	BRIL	INTERNAL_INSERTION	5	3	2	-0.002	-0.002	0.0	1.0	1.0	0.0	17	17	17	TARGET_DOMINATED	2	False	False
fpocket	9JRT	BRIL	INTERNAL_INSERTION	7	4	3	-0.021	-0.021	0.0	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	3	False	False
fpocket	9JRT	BRIL	INTERNAL_INSERTION	8	5	3	-0.031	-0.031	0.0	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	3	False	False
fpocket	9JRT	BRIL	INTERNAL_INSERTION	12	6	6	-0.086	-0.086	0.0	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	6	False	False
fpocket	9JRT	BRIL	INTERNAL_INSERTION	13	7	6	-0.087	-0.087	0.0	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	6	False	False
fpocket	9JRT	BRIL	INTERNAL_INSERTION	14	8	6	-0.096	-0.096	0.0	1.0	1.0	0.0	15	15	15	TARGET_DOMINATED	6	False	False
fpocket	9JRT	BRIL	INTERNAL_INSERTION	15	9	6	-0.101	-0.101	0.0	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	6	False	False
fpocket	9JRT	BRIL	INTERNAL_INSERTION	16	10	6	-0.107	-0.107	0.0	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	6	False	False
fpocket	9JRT	BRIL	INTERNAL_INSERTION	17	11	6	-0.129	-0.129	0.0	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	6	False	False
fpocket	9JRT	BRIL	INTERNAL_INSERTION	18	12	6	-0.136	-0.136	0.0	1.0	1.0	0.0	5	5	5	TARGET_DOMINATED	6	False	False
fpocket	9JRT	BRIL	INTERNAL_INSERTION	19	13	6	-0.149	-0.149	0.0	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	6	False	False
fpocket	9JRT	BRIL	INTERNAL_INSERTION	20	14	6	-0.176	-0.176	0.0	1.0	1.0	0.0	11	11	11	TARGET_DOMINATED	6	False	False
fpocket	9JRT	BRIL	INTERNAL_INSERTION	21	15	6	-0.341	-0.277	0.064	0.875	1.0	0.77	14	14	16	TARGET_DOMINATED	6	False	False
