entity_id	pdb_id	fusion_partner	fusion_accession	target_accession	topology	method	resolution	representative_chain	entity_length	target_modelled	fusion_modelled	target_disorder	fusion_disorder	align_coverage_of_modelled	target_also_in_development_under_other_partner	description
5CGC_1	5CGC	T4L	P00720	P41594	INTERNAL_INSERTION	X-RAY DIFFRACTION	3.101	A	444	247	161	0.0749	0.0	0.9976	False	Metabotropic glutamate receptor 5,Endolysin,Metabotropic glutamate receptor 5
5B2G_1	5B2G	T4L	P00720	O14493	TERMINAL_N	X-RAY DIFFRACTION	3.5	A	364	171	160	0.0656	0.0062	0.997	False	Endolysin,Claudin-4
4XES_1	4XES	T4L	P00720	P20789	TERMINAL_C	X-RAY DIFFRACTION	2.6	A	541	307	160	0.1328	0.0	0.9915	False	Neurotensin receptor type 1, Endolysin chimera
4XEE_1	4XEE	T4L	P00720	P20789	TERMINAL_C	X-RAY DIFFRACTION	2.9	A	541	300	160	0.1525	0.0	0.9914	False	Neurotensin receptor type 1, Endolysin chimera
4WTV_1	4WTV	T4L	P00720	Q8TCG2	INTERNAL_INSERTION	X-RAY DIFFRACTION	1.9	A	514	284	163	0.1909	0.0	1.0	False	Phosphatidylinositol 4-kinase type 2-beta,Endolysin,Phosphatidylinositol 4-kinase type 2-beta
5KW2_1	5KW2	T4L	P00720	O14842	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.76	A	491	247	160	0.1711	0.0	0.9903	False	Free fatty acid receptor 1,Lysozyme,Free fatty acid receptor 1
5VEW_1	5VEW	T4L	P00720	P43220	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.7	A	455	263	160	0.0993	0.0	1.0	False	Glucagon-like peptide 1 receptor,Endolysin chimera
5VEX_1	5VEX	T4L	P00720	P43220	INTERNAL_INSERTION	X-RAY DIFFRACTION	3.0	A	455	263	160	0.0993	0.0	1.0	False	Glucagon-like peptide 1 receptor, Endolysin chimera
5XEZ_1	5XEZ	T4L	P00720	P47871	INTERNAL_INSERTION	X-RAY DIFFRACTION	3.0	A	574	389	156	0.0347	0.025	1.0	False	Glucagon receptor,Endolysin,Glucagon receptor
5X93_1	5X93	T4L	P00720	P24530	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.2	A	464	313	101	0.0657	0.0	0.9628	False	Endothelin B receptor,Endolysin,Endothelin B receptor
5X7D_1	5X7D	T4L	P00720	P07550	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.703	A	500	279	161	0.1596	0.0	1.0	False	Chimera protein of Beta-2 adrenergic receptor and Lysozyme
5WF6_1	5WF6	T4L	P00720	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.9	A	504	281	160	0.0695	0.0	1.0	False	Human A2a adenosine receptor T4L chimera
5WF5_1	5WF5	T4L	P00720	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.6	A	504	284	160	0.0596	0.0	1.0	False	Human A2a adenosine receptor T4L chimera
5TZY_1	5TZY	T4L	P00720	O14842	INTERNAL_INSERTION	X-RAY DIFFRACTION	3.22	A	491	274	141	0.0805	0.1187	0.9928	False	Free fatty acid receptor 1,Endolysin,Free fatty acid receptor 1
5TZR_1	5TZR	T4L	P00720	O14842	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.2	A	491	273	160	0.0839	0.0	0.9908	False	Free fatty acid receptor 1,Endolysin,Free fatty acid receptor 1
5T1A_1	5T1A	T4L	P00720	P41597	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.806	A	508	282	161	0.1104	0.0	0.9955	False	Chimera protein of CC chemokine receptor type 2 isoform B and T4-lysozyme,Lysozyme
5T04_1	5T04	T4L	P00720	P20789	INTERNAL_INSERTION	X-RAY DIFFRACTION	3.3	A	513	294	160	0.0982	0.0	0.9913	False	Neurotensin receptor type 1,Endolysin,Neurotensin receptor type 1
5XF1_1	5XF1	T4L	P00720	P47871	INTERNAL_INSERTION	X-RAY DIFFRACTION	3.19	A	574	389	155	0.0347	0.0312	1.0	False	Glucagon receptor,Endolysin,Glucagon receptor
5YQZ_1	5YQZ	T4L	P00720	P47871	INTERNAL_INSERTION	X-RAY DIFFRACTION	3.0	R	575	398	160	0.0149	0.0	1.0	False	Glucagon receptor,Endolysin,Glucagon receptor
6D27_1	6D27	T4L	P00720	Q9Y5Y4	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.738	A	470	319	101	0.059	0.0	0.9481	False	Prostaglandin D2 receptor 2, Endolysin chimera
6J20_1	6J20	T4L	P00720	P25103	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.7	A	441	289	101	0.1135	0.0	0.9799	False	Substance-P receptor,Endolysin
6IIH_1	6IIH	T4L	P00720	Q8IYU8	TERMINAL_N	X-RAY DIFFRACTION	1.958	A	493	283	161	0.1211	0.0	0.9955	False	Endolysin,Calcium uptake protein 2, mitochondrial
6FW2_1	6FW2	T4L	P00720	Q5VT66	INTERNAL_INSERTION	X-RAY DIFFRACTION	1.78	A	459	282	159	0.0	0.0	0.9932	False	Mitochondrial amidoxime-reducing component 1,Endolysin,Mitochondrial amidoxime-reducing component 1
6FFI_1	6FFI	T4L	P00720	P41594	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.2	A	444	248	161	0.0712	0.0	0.9976	False	Metabotropic glutamate receptor 5,Endolysin,Metabotropic glutamate receptor 5
6FFH_1	6FFH	T4L	P00720	P41594	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.65	A	444	252	161	0.0562	0.0	0.9976	False	Metabotropic glutamate receptor 5,Endolysin
6D9M_1	6D9M	T4L	P00720	Q39UD1	TERMINAL_N	X-RAY DIFFRACTION	1.35	A	337	163	161	0.0181	0.0	0.9939	False	Fusion protein of Endolysin,Response receiver sensor diguanylate cyclase, GAF domain-containing
6D26_1	6D26	T4L	P00720	Q9Y5Y4	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.798	A	470	323	101	0.0472	0.0	0.9485	False	Prostaglandin D2 receptor 2, Endolysin chimera
5ZHP_1	5ZHP	T4L	P00720	P08483	INTERNAL_INSERTION	X-RAY DIFFRACTION	3.1	A	418	289	100	0.0493	0.0	0.9873	False	Muscarinic acetylcholine receptor M3,Endolysin,Endolysin,Muscarinic acetylcholine receptor M3
5XSZ_1	5XSZ	T4L	P00720	Q08BG4	INTERNAL_INSERTION	X-RAY DIFFRACTION	3.2	A	477	279	160	0.0912	0.0	0.9799	False	Lysophosphatidic acid receptor 6a,Endolysin,Lysophosphatidic acid receptor 6a
6KJV_1	6KJV	T4L	P00720	P43220	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.8	A	455	263	160	0.0962	0.0	1.0	False	Glucagon-like peptide 1 receptor,Endolysin,Glucagon-like peptide 1 receptor
6KK1_1	6KK1	T4L	P00720	P43220	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.8	A	455	263	160	0.0962	0.0	1.0	False	Glucagon-like peptide 1 receptor,Endolysin,Glucagon-like peptide 1 receptor
6KK7_1	6KK7	T4L	P00720	P43220	INTERNAL_INSERTION	X-RAY DIFFRACTION	3.1	A	455	263	160	0.0962	0.0	1.0	False	Glucagon-like peptide 1 receptor,Endolysin,Glucagon-like peptide 1 receptor
7F8Y_1	7F8Y	T4L	P00720	P32238	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.5	A	534	278	160	0.1003	0.0	1.0	False	fusion protein of Cholecystokinin receptor type A and Endolysin
7F8X_1	7F8X	T4L	P00720	P32238	INTERNAL_INSERTION	X-RAY DIFFRACTION	3.0	A	534	283	160	0.1773	0.0	1.0	False	Cholecystokinin receptor type A,Endolysin
7F8U_1	7F8U	T4L	P00720	P32238	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.8	A	534	278	160	0.0	0.0	1.0	False	Fusion protein of Cholecystokinin receptor type A and Endolysin
6ZX9_3	6ZX9	T4L	P00720	A4UDG5	TERMINAL_N	X-RAY DIFFRACTION	2.5197288426	C	258	91	163	0.0109	0.0	0.9883	False	Vpr protein fused to T4 lysozyme
6ZG9_1	6ZG9	T4L	P00720	P11229	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.5	A	455	277	160	0.0	0.0	0.9798	False	Muscarinic acetylcholine receptor M1,Endolysin,Muscarinic acetylcholine receptor M1
6ZG4_1	6ZG4	T4L	P00720	P11229	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.33	A	455	277	160	0.0	0.0	0.9798	False	Muscarinic acetylcholine receptor M1,Endolysin,Muscarinic acetylcholine receptor M1
6ZFZ_1	6ZFZ	T4L	P00720	P11229	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.17	A	455	277	160	0.0	0.0	0.9798	False	Muscarinic acetylcholine receptor M1,Endolysin,Muscarinic acetylcholine receptor M1
6XYR_1	6XYR	T4L	P00720	P0DP23	TERMINAL_N	X-RAY DIFFRACTION	2.079	A	361	145	163	0.0203	0.0	0.8851	False	T4Lnano,Endolysin,Calmodulin,Endolysin,Calmodulin-1
6MXT_1	6MXT	T4L	P00720	P07550	TERMINAL_N	X-RAY DIFFRACTION	2.95934213525	A	472	286	160	0.0744	0.0	0.9933	False	Endolysin, Beta-2 adrenergic receptor chimera
6M9T_1	6M9T	T4L	P00720	P43115	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.5	A	537	273	160	0.1947	0.0	0.9752	False	Prostaglandin E2 receptor EP3 subtype, Endolysin chimera
6KPC_1	6KPC	T4L	P00720	P34972	INTERNAL_INSERTION	X-RAY DIFFRACTION	3.2	A	500	283	160	0.0341	0.0	0.9955	False	Cannabinoid receptor 2,Endolysin
6K1Q_1	6K1Q	T4L	P00720	P24530	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.7	A	464	300	99	0.1045	0.0198	0.9732	False	Endothelin B receptor,Endolysin,Endothelin B receptor
6J21_1	6J21	T4L	P00720	P25103	INTERNAL_INSERTION	X-RAY DIFFRACTION	3.2	A	441	289	101	0.1135	0.0	0.9799	False	Substance-P receptor,Endolysin
9HHM_1	9HHM	T4L	P00720	Q8TCG2	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.25	A	517	283	163	0.1937	0.0	1.0	False	Phosphatidylinositol 4-kinase type 2-beta,Endolysin
9HC3_1	9HC3	T4L	P00720	P41594	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.9	A	444	252	161	0.0562	0.0	0.9952	False	Metabotropic glutamate receptor 5,Endolysin
9HC0_1	9HC0	T4L	P00720	P41594	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.33	A	444	252	161	0.0562	0.0	0.9976	False	Metabotropic glutamate receptor 5,Endolysin
8A5X_1	8A5X	T4L	P00720	Q8TCG2	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.4	A	514	303	163	0.1368	0.0	1.0	False	Phosphatidylinositol 4-kinase type 2-beta,Endolysin
7Z36_1	7Z36	T4L	P00720	Q13263	TERMINAL_N	X-RAY DIFFRACTION	2.8	A	482	265	160	0.1047	0.0	0.9815	False	Endolysin,Transcription intermediary factor 1-beta,Isoform 2 of Transcription intermediary factor 1-beta
7XKA_1	7XKA	T4L	P00720	P07550	TERMINAL_N	X-RAY DIFFRACTION	3.1	A	469	283	160	0.0308	0.0	0.9758	False	Endolysin,Beta-2 adrenergic receptor
7XK9_1	7XK9	T4L	P00720	P07550	TERMINAL_N	X-RAY DIFFRACTION	3.4	A	469	283	160	0.0308	0.0	0.9758	False	Endolysin,Beta-2 adrenergic receptor
7P2L_1	7P2L	T4L	P00720	P41594	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.54	A	464	252	161	0.0562	0.0	0.9976	False	Metabotropic glutamate receptor 5,Endolysin,Metabotropic glutamate receptor 5
9RKI_1	9RKI	T4L	P00720	P07550	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.6	A	442	281	161	0.0	0.0	1.0	False	Beta-2 adrenergic receptor,Endolysin
9RKH_1	9RKH	T4L	P00720	P07550	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.5	A	442	281	161	0.0	0.0	1.0	False	Beta-2 adrenergic receptor,Endolysin
9RKG_1	9RKG	T4L	P00720	P07550	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.45	A	443	281	161	0.0	0.0	0.9977	False	Beta-2 adrenergic receptor,Endolysin
9RKF_1	9RKF	T4L	P00720	P07550	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.45	A	443	282	161	0.0	0.0	1.0	False	Beta-2 adrenergic receptor,Endolysin
1HSJ_1	1HSJ	MBP	P0AEX9	Q9F0R1	TERMINAL_N	X-RAY DIFFRACTION	2.3	A	487	115	361	0.0	0.0	0.9774	False	FUSION PROTEIN CONSISTING OF STAPHYLOCOCCUS ACCESSORY REGULATOR PROTEIN R AND MALTOSE BINDING PROTEIN
1R6Z_1	1R6Z	MBP	P0AEX9	Q9VUQ5	TERMINAL_N	X-RAY DIFFRACTION	2.8	A	509	126	365	0.0735	0.0027	0.9879	False	Chimera of Maltose-binding periplasmic protein and Argonaute 2
3H4Z_1	3H4Z	MBP	P0AEX9	P49273	COMPLEX	X-RAY DIFFRACTION	2.35	A	568	205	363	0.0	0.0	1.0	False	Maltose-binding periplasmic protein fused with Allergen DERP7
3F5F_1	3F5F	MBP	P0AEX9	Q76KB1	TERMINAL_N	X-RAY DIFFRACTION	2.65	A	658	286	361	0.0069	0.0	0.9863	False	Maltose-binding periplasmic protein, Heparan sulfate 2-O-sulfotransferase 1
3EHT_1	3EHT	MBP	P0AEX9	P34998	TERMINAL_N	X-RAY DIFFRACTION	3.4	A	476	80	366	0.1667	0.0027	0.9867	False	FUSION PROTEIN OF CRFR1 EXTRACELLULAR DOMAIN AND MBP
3EHS_1	3EHS	MBP	P0AEX9	P34998	TERMINAL_N	X-RAY DIFFRACTION	2.76	A	476	85	366	0.1146	0.0027	0.9869	False	fusion protein of CRFR1 extracellular domain and MBP
3EF7_1	3EF7	MBP	P0AEX9	P10761	TERMINAL_N	X-RAY DIFFRACTION	3.1	A	481	92	367	0.1238	0.0	0.9829	False	Maltose-binding periplasmic protein, LINKER, Zona pellucida protein 3
3DM0_1	3DM0	MBP	P0AEX9	O24456	TERMINAL_N	X-RAY DIFFRACTION	2.4	A	694	307	366	0.0583	0.0	0.997	False	Maltose-binding periplasmic protein fused with RACK1
3D4G_1	3D4G	MBP	P0AEX9	P10761	TERMINAL_N	X-RAY DIFFRACTION	2.3	A	481	105	366	0.0	0.0027	1.0	False	Maltose-binding periplasmic protein, LINKER, Zona pellucida protein 3
3D4C_1	3D4C	MBP	P0AEX9	P10761	TERMINAL_N	X-RAY DIFFRACTION	2.9	A	481	105	364	0.0	0.0082	0.9979	False	Maltose-binding periplasmic protein, LINKER, Zona pellucida protein 3
3A3C_1	3A3C	MBP	P0AEX9	P36046	TERMINAL_N	X-RAY DIFFRACTION	2.5	A	451	87	364	0.0	0.0	1.0	False	Maltose-binding periplasmic protein, LINKER, Mitochondrial intermembrane space import and assembly protein 40
2ZXT_1	2ZXT	MBP	P0AEX9	P36046	TERMINAL_N	X-RAY DIFFRACTION	3.0	A	465	87	364	0.1212	0.0055	1.0	False	Maltose-binding periplasmic protein, LINKER, Mitochondrial intermembrane space import and assembly protein 40
2VGQ_1	2VGQ	MBP	P0AEX9	Q7Z434	TERMINAL_N	X-RAY DIFFRACTION	2.1	A	477	91	361	0.0	0.0028	0.9805	False	Sugar ABC transporter substrate-binding protein,Mitochondrial antiviral-signaling protein
3OB4_1	3OB4	MBP	P0AEX9	A5Z1Q8	TERMINAL_N	X-RAY DIFFRACTION	2.706	A	500	104	366	0.2	0.0	0.9916	False	Maltose ABC transporter periplasmic protein,Arah 2
3O3U_1	3O3U	MBP	P0AEX9	Q15109	TERMINAL_N	X-RAY DIFFRACTION	1.497	N	581	209	357	0.0	0.0	0.9759	False	Maltose-binding periplasmic protein, Advanced glycosylation end product-specific receptor
3N96_1	3N96	MBP	P0AEX9	Q13324	TERMINAL_N	X-RAY DIFFRACTION	2.75	A	482	101	366	0.0561	0.0054	0.9873	False	Maltose binding protein-CRFR2 alpha
3N95_1	3N95	MBP	P0AEX9	Q13324	TERMINAL_N	X-RAY DIFFRACTION	2.72	A	482	98	366	0.0841	0.0054	0.9872	False	Maltose binding protein-CRFR2 alpha extracellular domain
3N93_1	3N93	MBP	P0AEX9	Q13324	TERMINAL_N	X-RAY DIFFRACTION	2.5	A	482	99	366	0.0748	0.0054	0.9873	False	Maltose binding protein-CRFR2 alpha
3MP8_1	3MP8	MBP	P0AEX9	P25554	TERMINAL_N	X-RAY DIFFRACTION	1.92	A	522	146	366	0.0581	0.0	0.9981	False	Maltose-binding periplasmic protein,LINKER,SAGA-associated factor 29
3MP6_1	3MP6	MBP	P0AEX9	P25554	TERMINAL_N	X-RAY DIFFRACTION	1.48	A	522	141	366	0.0903	0.0	0.998	False	Maltose-binding periplasmic protein,LINKER,SAGA-associated factor 29
3MP1_1	3MP1	MBP	P0AEX9	P25554	TERMINAL_N	X-RAY DIFFRACTION	2.6	A	522	142	366	0.0839	0.0	0.998	False	Maltose-binding periplasmic protein,LINKER,SAGA-associated factor 29
3PY7_1	3PY7	MBP	P0AEX9	P06931	TERMINAL_N	X-RAY DIFFRACTION	2.288	A	523	120	365	0.1241	0.0027	0.97	False	maltose-binding periplasmic protein,paxillin LD1,protein E6 chimera
4IRL_1	4IRL	MBP	P0AEX9	B0V1H4	TERMINAL_N	X-RAY DIFFRACTION	1.47	A	476	87	358	0.0645	0.0	0.9632	False	Maltose-binding periplasmic protein, Novel protein similar to vertebrate guanylate binding protein family
4IKM_1	4IKM	MBP	P0AEX9	Q9Y2G2	TERMINAL_N	X-RAY DIFFRACTION	2.4606	A	469	87	366	0.0	0.0	0.9784	False	Maltose-binding periplasmic protein, Caspase recruitment domain-containing protein 8
4IFP_1	4IFP	MBP	P0AEX9	Q9C000	TERMINAL_N	X-RAY DIFFRACTION	1.9948	A	466	84	366	0.0	0.0	0.9825	False	Maltose-binding periplasmic protein,NACHT, LRR and PYD domains-containing protein 1
4H1G_1	4H1G	MBP	P0AEX9	C4YKK8	COMPLEX	X-RAY DIFFRACTION	2.15	A	715	300	360	0.1279	0.0	0.9851	False	Maltose binding protein-CaKar3 motor domain fusion protein
4EXK_1	4EXK	MBP	P0AEX9	A0A0F6B1U8	TERMINAL_N	X-RAY DIFFRACTION	1.28	A	487	104	367	0.0	0.0	0.9916	False	Maltose-binding periplasmic protein, uncharacterized protein chimera
4EGC_1	4EGC	MBP	P0AEX9	Q15475	TERMINAL_N	X-RAY DIFFRACTION	1.994	A	559	169	366	0.1058	0.0	0.9926	False	Maltose-binding periplasmic protein, Homeobox protein SIX1 chimera
4EDQ_1	4EDQ	MBP	P0AEX9	O70468	TERMINAL_N	X-RAY DIFFRACTION	1.641	A	492	114	357	0.0579	0.0028	0.9752	False	Maltose-binding periplasmic protein,Myosin-binding protein C, cardiac-type chimeric protein
4DXC_1	4DXC	MBP	P0AEX9	P62593	TERMINAL_N	X-RAY DIFFRACTION	2.3	A	637	242	349	0.0082	0.0251	0.9471	False	Maltose-binding periplasmic protein, Beta-lactamase TEM chimera
4DXB_1	4DXB	MBP	P0AEX9	P62593	TERMINAL_N	X-RAY DIFFRACTION	2.29	A	637	244	358	0.0	0.0	0.9451	False	Maltose-binding periplasmic protein, Beta-lactamase TEM chimera
4BLD_1	4BLD	MBP	P0AEX9	Q9UMX1	TERMINAL_N	X-RAY DIFFRACTION	2.802	A	753	357	367	0.0325	0.0	0.9864	False	MALTOSE-BINDING PERIPLASMIC PROTEIN, SUPPRESSOR OF FUSED HOMOLOG
4BLB_1	4BLB	MBP	P0AEX9	Q9UMX1	TERMINAL_N	X-RAY DIFFRACTION	2.8	A	753	357	367	0.0325	0.0	0.9864	False	MALTOSE-BINDING PERIPLASMIC PROTEIN, SUPPRESSOR OF FUSED HOMOLOG
4BLA_1	4BLA	MBP	P0AEX9	Q9UMX1	TERMINAL_N	X-RAY DIFFRACTION	3.5	A	756	362	364	0.0216	0.0082	0.9945	False	MALTOSE-BINDING PERIPLASMIC PROTEIN, SUPPRESSOR OF FUSED HOMOLOG
4BL9_1	4BL9	MBP	P0AEX9	Q9UMX1	TERMINAL_N	X-RAY DIFFRACTION	2.8	A	756	353	366	0.0459	0.0027	0.9958	False	MALTOSE-BINDING PERIPLASMIC PROTEIN, SUPPRESSOR OF FUSED HOMOLOG
4B3N_1	4B3N	MBP	P0AEX9	Q0PF16	TERMINAL_N	X-RAY DIFFRACTION	3.3	A	602	192	365	0.1233	0.0108	1.0	False	MALTOSE-BINDING PERIPLASMIC PROTEIN, TRIPARTITE MOTIF-CONTAINING PROTEIN 5
3WAI_1	3WAI	MBP	P0AEX9	O29867	TERMINAL_N	X-RAY DIFFRACTION	1.897	A	739	352	357	0.0461	0.0246	0.9972	False	Maltose-binding periplasmic protein, Transmembrane oligosaccharyl transferase
4QVH_1	4QVH	MBP	P0AEX9	O33336	TERMINAL_N	X-RAY DIFFRACTION	1.75	A	598	227	365	0.0	0.0027	0.9933	False	Maltose-binding periplasmic protein, 4'-phosphopantetheinyl transferase chimera
4QSZ_1	4QSZ	MBP	P0AEX9	P0C872	TERMINAL_N	X-RAY DIFFRACTION	2.86	A	687	314	361	0.0032	0.0	0.984	False	Maltose-binding periplasmic protein, JmjC domain-containing protein 7 chimera
4PQK_1	4PQK	MBP	P0AEX9	B1B3N6	TERMINAL_N	X-RAY DIFFRACTION	3.401	A	487	112	366	0.0667	0.0	1.0	False	Maltose ABC transporter periplasmic protein, Truncated replication protein RepA
4NUF_1	4NUF	MBP	P0AEX9	Q62227	TERMINAL_N	X-RAY DIFFRACTION	2.8	A	580	179	366	0.1311	0.0054	0.9927	False	Maltose ABC transporter periplasmic protein, Nuclear receptor subfamily 0 group B member 2 chimeric construct
4LOG_1	4LOG	MBP	P0AEX9	Q9Y5X4	TERMINAL_N	X-RAY DIFFRACTION	2.7	A	574	183	364	0.0567	0.0082	0.9892	False	Maltose ABC transporter periplasmic protein and NR2E3 protein chimeric construct
4WMS_1	4WMS	MBP	P0AEX9	Q07820	TERMINAL_N	X-RAY DIFFRACTION	1.9	A	518	144	363	0.027	0.0082	0.9922	False	MBP-MCL1 chimera protein
4WMX_1	4WMX	MBP	P0AEX9	Q07820	TERMINAL_N	X-RAY DIFFRACTION	2.0	A	518	148	364	0.0	0.0055	0.9922	False	MBP-MCL1 chimera protein
4WMW_1	4WMW	MBP	P0AEX9	Q07820	TERMINAL_N	X-RAY DIFFRACTION	1.9	A	518	148	362	0.0	0.0109	0.9922	False	MBP-MCL1 chimera protein
4WMV_1	4WMV	MBP	P0AEX9	Q07820	TERMINAL_N	X-RAY DIFFRACTION	2.4	A	518	148	362	0.0	0.0109	0.9922	False	MBL-MCL1 chimera protein
4WMU_1	4WMU	MBP	P0AEX9	Q07820	TERMINAL_N	X-RAY DIFFRACTION	1.55	A	518	147	365	0.0068	0.0027	0.9922	False	MBP-MCL1 chimera protein,Induced myeloid leukemia cell differentiation protein Mcl-1
4WMT_1	4WMT	MBP	P0AEX9	Q07820	TERMINAL_N	X-RAY DIFFRACTION	2.35	A	518	147	363	0.0068	0.0082	0.9942	False	MBP-MCL1 chimera protein
5IIC_1	5IIC	MBP	P0AEX9	Q8WR62	TERMINAL_N	X-RAY DIFFRACTION	2.9	A	496	101	367	0.114	0.0	0.9915	False	Maltose-binding periplasmic protein,Vitelline envelope sperm lysin receptor
5II5_1	5II5	MBP	P0AEX9	Q8WR62	COMPLEX	X-RAY DIFFRACTION	1.8	A	496	109	364	0.0522	0.0055	0.9937	False	Maltose-binding periplasmic protein,Vitelline envelope sperm lysin receptor
5I04_1	5I04	MBP	P0AEX9	P17813	TERMINAL_N	X-RAY DIFFRACTION	2.42	A	692	296	367	0.0513	0.0	0.9925	False	Maltose-binding periplasmic protein,Endoglin
5HZV_1	5HZV	MBP	P0AEX9	P17813	TERMINAL_N	X-RAY DIFFRACTION	2.7	A	626	228	367	0.0656	0.0	0.995	False	Maltose-binding periplasmic protein,Endoglin
5H7N_1	5H7N	MBP	P0AEX9	P59046	TERMINAL_N	X-RAY DIFFRACTION	1.849	A	478	85	370	0.1327	0.0	0.9956	False	NLRP12-PYD with MBP tag
5FSG_1	5FSG	MBP	P0AEX9	P05133	TERMINAL_N	X-RAY DIFFRACTION	3.209	A	698	287	358	0.0946	0.0	0.9758	False	MALTOSE-BINDING PERIPLASMIC PROTEIN, HANTAVIRUS NUCLEOPROTEIN
5EDU_1	5EDU	MBP	P0AEX9	Q9UBN7	TERMINAL_N	X-RAY DIFFRACTION	2.79	A	745	357	359	0.0	0.0191	0.9944	False	Maltose-binding periplasmic protein, Histone deacetylase 6 chimera
5W0U_1	5W0U	MBP	P0AEX9	Q9GZX7	TERMINAL_N	X-RAY DIFFRACTION	2.9	A	549	164	365	0.0296	0.0027	0.976	False	Maltose-binding periplasmic protein,Single-stranded DNA cytosine deaminase
5W1C_1	5W1C	MBP	P0AEX9	Q9GZX7	TERMINAL_N	X-RAY DIFFRACTION	3.18	A	549	172	366	0.0282	0.0	0.9908	False	MBP fused activation-induced cytidine deaminase
5W0R_1	5W0R	MBP	P0AEX9	Q9GZX7	TERMINAL_N	X-RAY DIFFRACTION	2.4	A	549	169	366	0.0	0.0	0.9763	False	MBP fused activation-induced cytidine deaminase
5VAW_1	5VAW	MBP	P0AEX9	A0A0D5YCX7	TERMINAL_N	X-RAY DIFFRACTION	1.69	A	508	130	354	0.0152	0.0328	1.0	False	Maltose-binding periplasmic protein,Type IV pilin PilA
5TTD_1	5TTD	MBP	P0AEX9	D2KPJ6	TERMINAL_N	X-RAY DIFFRACTION	2.0	A	499	122	359	0.0	0.0028	0.9796	False	Maltose-binding periplasmic protein,Pilin isopeptide linkage domain protein
5OSQ_1	5OSQ	MBP	P0AEX9	P10761	TERMINAL_N	X-RAY DIFFRACTION	2.05	A	481	102	366	0.0	0.0027	0.9915	False	Maltose-binding periplasmic protein,Zona pellucida sperm-binding protein 3
6D67_1	6D67	MBP	P0AEX9	P28562	TERMINAL_N	X-RAY DIFFRACTION	2.55	A	520	143	365	0.0	0.0	0.9883	False	Maltose-binding periplasmic protein,Dual specificity protein phosphatase 1
6D66_1	6D66	MBP	P0AEX9	P28562	TERMINAL_N	X-RAY DIFFRACTION	2.226	A	520	143	364	0.0	0.0027	0.9807	False	Maltose-binding periplasmic protein,Dual specificity protein phosphatase 1
6D65_1	6D65	MBP	P0AEX9	P28562	TERMINAL_N	X-RAY DIFFRACTION	2.348	A	520	141	365	0.014	0.0	0.9902	False	Maltose-binding periplasmic protein,Dual specificity protein phosphatase 1
6APX_1	6APX	MBP	P0AEX9	P28562	TERMINAL_N	X-RAY DIFFRACTION	2.491	A	520	143	363	0.0	0.0082	0.9922	False	Maltose-binding periplasmic protein,Dual specificity protein phosphatase 1
5YGS_1	5YGS	MBP	P0AEX9	Q93038	TERMINAL_N	X-RAY DIFFRACTION	2.691	A	463	88	366	0.0	0.0	0.9956	False	Human TNRSF25 death domain
5YGP_1	5YGP	MBP	P0AEX9	Q93038	TERMINAL_N	X-RAY DIFFRACTION	2.09	A	463	88	364	0.0	0.0055	0.9978	False	TNFRSF25 death domain
5YEV_1	5YEV	MBP	P0AEX9	Q93038	COMPLEX	X-RAY DIFFRACTION	2.5	A	464	85	368	0.023	0.0	1.0	False	TNFRSF25 death domain
5Y2G_1	5Y2G	MBP	P0AEX9	P09879	TERMINAL_N	X-RAY DIFFRACTION	3.0	A	595	210	364	0.0	0.0055	0.988	False	Maltose-binding periplasmic protein,Protein B
6KI0_1	6KI0	MBP	P0AEX9	Q9ULZ3	TERMINAL_N	X-RAY DIFFRACTION	2.0	A	466	84	358	0.0	0.0	0.963	False	Maltose/maltodextrin-binding periplasmic protein,Apoptosis-associated speck-like protein containing a CARD
