entity_id	fusion_partner	target_accession	topology	method	resolution	entity_length	target_modelled	fusion_modelled	target_disorder	fusion_disorder	align_coverage_of_modelled	e9_excluded	e9_sole_reason	exclusions
1LGX_1	T4L	None	None	X-RAY DIFFRACTION	1.9	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1LGW_1	T4L	None	None	X-RAY DIFFRACTION	1.85	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1LGU_1	T4L	None	None	X-RAY DIFFRACTION	1.9	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1L99_1	T4L	None	None	X-RAY DIFFRACTION	1.95	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1L98_1	T4L	None	None	X-RAY DIFFRACTION	1.8	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1L97_1	T4L	None	None	X-RAY DIFFRACTION	2.0	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1L96_1	T4L	None	None	X-RAY DIFFRACTION	2.0	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1L95_1	T4L	None	None	X-RAY DIFFRACTION	2.0	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1L94_1	T4L	None	None	X-RAY DIFFRACTION	1.8	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1L93_1	T4L	None	None	X-RAY DIFFRACTION	1.8	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1L92_1	T4L	None	None	X-RAY DIFFRACTION	1.7	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1L91_1	T4L	None	None	X-RAY DIFFRACTION	1.8	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1L90_1	T4L	None	None	X-RAY DIFFRACTION	1.75	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1L89_1	T4L	None	None	X-RAY DIFFRACTION	1.9	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1L87_1	T4L	None	None	X-RAY DIFFRACTION	1.8	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1L86_1	T4L	None	None	X-RAY DIFFRACTION	1.8	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1LYE_1	T4L	None	None	X-RAY DIFFRACTION	1.8	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1LYF_1	T4L	None	None	X-RAY DIFFRACTION	1.8	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1LYG_1	T4L	None	None	X-RAY DIFFRACTION	1.8	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1LYH_1	T4L	None	None	X-RAY DIFFRACTION	1.7	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1NHB_1	T4L	None	None	X-RAY DIFFRACTION	1.8	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1OV5_1	T4L	None	None	X-RAY DIFFRACTION	2.1	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1OVH_1	T4L	None	None	X-RAY DIFFRACTION	1.95	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1OVJ_1	T4L	None	None	X-RAY DIFFRACTION	2.0	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1P2L_1	T4L	None	None	X-RAY DIFFRACTION	1.58	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1P2R_1	T4L	None	None	X-RAY DIFFRACTION	1.58	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1P36_1	T4L	None	None	X-RAY DIFFRACTION	1.45	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1P37_1	T4L	None	None	X-RAY DIFFRACTION	1.57	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1P46_1	T4L	None	None	X-RAY DIFFRACTION	1.67	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1P56_1	T4L	None	None	X-RAY DIFFRACTION	1.8	176	0	162	1.0	0.0061	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1P64_1	T4L	None	None	X-RAY DIFFRACTION	1.62	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1P5C_1	T4L	None	None	X-RAY DIFFRACTION	2.5	167	0	151	1.0	0.0	0.9096	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1P3N_1	T4L	None	None	X-RAY DIFFRACTION	1.55	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1OYU_1	T4L	None	None	X-RAY DIFFRACTION	2.5	175	0	162	1.0	0.0122	0.9364	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1OWZ_1	T4L	None	None	X-RAY DIFFRACTION	1.9	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1OWY_1	T4L	None	None	X-RAY DIFFRACTION	1.9	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1OVK_1	T4L	None	None	X-RAY DIFFRACTION	2.1	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1OV7_1	T4L	None	None	X-RAY DIFFRACTION	2.0	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1LYJ_1	T4L	None	None	X-RAY DIFFRACTION	1.8	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1LYI_1	T4L	None	None	X-RAY DIFFRACTION	2.0	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1LYD_1	T4L	None	None	X-RAY DIFFRACTION	2.0	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1P6Y_1	T4L	None	None	X-RAY DIFFRACTION	1.54	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1QUD_1	T4L	None	None	X-RAY DIFFRACTION	1.75	162	0	162	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1QTZ_1	T4L	None	None	X-RAY DIFFRACTION	2.0	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1QTV_1	T4L	None	None	X-RAY DIFFRACTION	2.3	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1QTH_1	T4L	None	None	X-RAY DIFFRACTION	1.9	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1QTD_1	T4L	None	None	X-RAY DIFFRACTION	2.5	162	0	162	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1QTC_1	T4L	None	None	X-RAY DIFFRACTION	2.5	162	0	162	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1QTB_1	T4L	None	None	X-RAY DIFFRACTION	1.9	162	0	162	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1QT8_1	T4L	None	None	X-RAY DIFFRACTION	1.9	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1QT7_1	T4L	None	None	X-RAY DIFFRACTION	1.8	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1QT6_1	T4L	None	None	X-RAY DIFFRACTION	1.9	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1QT5_1	T4L	None	None	X-RAY DIFFRACTION	1.8	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1QT4_1	T4L	None	None	X-RAY DIFFRACTION	2.1	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1QT3_1	T4L	None	None	X-RAY DIFFRACTION	1.85	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1QSQ_1	T4L	None	None	X-RAY DIFFRACTION	1.9	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1QSB_1	T4L	None	None	X-RAY DIFFRACTION	1.8	162	0	162	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1QS9_1	T4L	None	None	X-RAY DIFFRACTION	1.85	162	0	162	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1QS5_1	T4L	None	None	X-RAY DIFFRACTION	2.5	162	0	162	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1PQO_1	T4L	None	None	X-RAY DIFFRACTION	1.65	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1PQM_1	T4L	None	None	X-RAY DIFFRACTION	1.52	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1PQK_1	T4L	None	None	X-RAY DIFFRACTION	2.0	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1PQJ_1	T4L	None	None	X-RAY DIFFRACTION	1.9	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1PQI_1	T4L	None	None	X-RAY DIFFRACTION	1.57	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1PQD_1	T4L	None	None	X-RAY DIFFRACTION	1.65	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1P7S_1	T4L	None	None	X-RAY DIFFRACTION	1.5	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1T97_1	T4L	None	None	X-RAY DIFFRACTION	2.7	175	0	154	1.0	0.061	0.9333	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
210L_1	T4L	None	None	X-RAY DIFFRACTION	1.89	163	0	161	1.0	0.0123	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
209L_1	T4L	None	None	X-RAY DIFFRACTION	2.7	167	0	162	1.0	0.0122	0.9818	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
206L_1	T4L	None	None	X-RAY DIFFRACTION	1.75	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
205L_1	T4L	None	None	X-RAY DIFFRACTION	2.1	167	0	156	1.0	0.0488	0.9811	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
201L_1	T4L	None	None	X-RAY DIFFRACTION	2.0	166	0	162	1.0	0.0122	0.9878	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
200L_1	T4L	None	None	X-RAY DIFFRACTION	1.95	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1ZYT_1	T4L	None	None	X-RAY DIFFRACTION	1.7	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1ZWN_1	T4L	None	None	X-RAY DIFFRACTION	1.8	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1ZUR_1	T4L	None	None	X-RAY DIFFRACTION	1.6	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1XEP_1	T4L	None	None	X-RAY DIFFRACTION	1.55	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1TLA_1	T4L	None	None	X-RAY DIFFRACTION	2.0	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1T8G_1	T4L	None	None	X-RAY DIFFRACTION	1.8	164	0	158	1.0	0.0366	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1T8F_1	T4L	None	None	X-RAY DIFFRACTION	2.15	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1T8A_1	T4L	None	None	X-RAY DIFFRACTION	2.0	175	0	164	1.0	0.0	0.9371	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1T6H_1	T4L	None	None	X-RAY DIFFRACTION	2.01	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1SX7_1	T4L	None	None	X-RAY DIFFRACTION	1.06	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1SX2_1	T4L	None	None	X-RAY DIFFRACTION	1.06	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1SWZ_1	T4L	None	None	X-RAY DIFFRACTION	1.06	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1SWY_1	T4L	None	None	X-RAY DIFFRACTION	1.06	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1SSY_1	T4L	None	None	X-RAY DIFFRACTION	2.4	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1SSW_1	T4L	None	None	X-RAY DIFFRACTION	2.13	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1QUO_1	T4L	None	None	X-RAY DIFFRACTION	1.9	162	0	162	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1QUH_1	T4L	None	None	X-RAY DIFFRACTION	1.85	162	0	162	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
1QUG_1	T4L	None	None	X-RAY DIFFRACTION	1.9	162	0	162	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
235L_1	T4L	None	None	X-RAY DIFFRACTION	1.9	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
234L_1	T4L	None	None	X-RAY DIFFRACTION	1.9	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
233L_1	T4L	None	None	X-RAY DIFFRACTION	1.9	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
232L_1	T4L	None	None	X-RAY DIFFRACTION	1.73	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
231L_1	T4L	None	None	X-RAY DIFFRACTION	2.5	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
230L_1	T4L	None	None	X-RAY DIFFRACTION	1.9	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
229L_1	T4L	None	None	X-RAY DIFFRACTION	1.8	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
228L_1	T4L	None	None	X-RAY DIFFRACTION	1.9	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
227L_1	T4L	None	None	X-RAY DIFFRACTION	2.0	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
226L_1	T4L	None	None	X-RAY DIFFRACTION	1.8	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
225L_1	T4L	None	None	X-RAY DIFFRACTION	1.9	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
224L_1	T4L	None	None	X-RAY DIFFRACTION	1.85	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
223L_1	T4L	None	None	X-RAY DIFFRACTION	1.9	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
222L_1	T4L	None	None	X-RAY DIFFRACTION	1.9	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
221L_1	T4L	None	None	X-RAY DIFFRACTION	1.7	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
220L_1	T4L	None	None	X-RAY DIFFRACTION	1.85	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
219L_1	T4L	None	None	X-RAY DIFFRACTION	1.66	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
218L_1	T4L	None	None	X-RAY DIFFRACTION	2.05	165	0	162	1.0	0.0122	0.9939	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
217L_1	T4L	None	None	X-RAY DIFFRACTION	1.7	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
216L_1	T4L	None	None	X-RAY DIFFRACTION	2.1	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
215L_1	T4L	None	None	X-RAY DIFFRACTION	1.96	165	0	162	1.0	0.0122	0.9939	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
214L_1	T4L	None	None	X-RAY DIFFRACTION	1.89	165	0	162	1.0	0.0122	0.9939	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
213L_1	T4L	None	None	X-RAY DIFFRACTION	2.13	165	0	162	1.0	0.0122	0.9939	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
212L_1	T4L	None	None	X-RAY DIFFRACTION	1.76	168	0	164	1.0	0.0	0.9762	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
211L_1	T4L	None	None	X-RAY DIFFRACTION	1.7	165	0	162	1.0	0.0122	0.9939	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
244L_1	T4L	None	None	X-RAY DIFFRACTION	1.7	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
260L_1	T4L	None	None	X-RAY DIFFRACTION	1.8	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
259L_1	T4L	None	None	X-RAY DIFFRACTION	1.92	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
258L_1	T4L	None	None	X-RAY DIFFRACTION	1.8	164	0	163	1.0	0.0061	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
257L_1	T4L	None	None	X-RAY DIFFRACTION	1.9	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
256L_1	T4L	None	None	X-RAY DIFFRACTION	1.8	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
255L_1	T4L	None	None	X-RAY DIFFRACTION	1.8	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
254L_1	T4L	None	None	X-RAY DIFFRACTION	1.9	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
253L_1	T4L	None	None	X-RAY DIFFRACTION	2.0	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
252L_1	T4L	None	None	X-RAY DIFFRACTION	2.1	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
251L_1	T4L	None	None	X-RAY DIFFRACTION	2.6	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
250L_1	T4L	None	None	X-RAY DIFFRACTION	1.8	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
249L_1	T4L	None	None	X-RAY DIFFRACTION	1.9	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
248L_1	T4L	None	None	X-RAY DIFFRACTION	1.9	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
247L_1	T4L	None	None	X-RAY DIFFRACTION	1.75	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
246L_1	T4L	None	None	X-RAY DIFFRACTION	1.8	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
245L_1	T4L	None	None	X-RAY DIFFRACTION	1.8	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
243L_1	T4L	None	None	X-RAY DIFFRACTION	1.75	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
242L_1	T4L	None	None	X-RAY DIFFRACTION	1.8	164	0	164	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
241L_1	T4L	None	None	X-RAY DIFFRACTION	1.7	164	0	162	1.0	0.0122	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
